house,appliance_label,appliance_type,product_category,refit_column,current_avg_kwh_day,current_annual_kwh_est,current_cost_month_aud,current_cost_year_aud,recommended_store,recommended_product,recommended_brand,recommended_price_aud,recommended_annual_kwh,recommended_cost_month_aud,estimated_energy_saving_kwh_year,estimated_monthly_saving_aud,estimated_annual_saving_aud,payback_months,saving_score,energy_efficiency_score,affordability_score,payback_score,product_match_score,energy_rating,option_type,suitability_note,replacement_priority,product_recommendation,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,balanced_intelligent_score,budget_user_score,eco_user_score,fast_payback_score,explainable_product_reason
1,Tumble Dryer,Tumble Dryer,generic,Appliance4,1.40455,512.66,12.64,153.8,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,437.66,10.77,129.19,2.23,0.8517,0.8537,0.9124,0.915,0.8709,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Tumble Dryer. Estimated saving: $10.77/month with about 437.7 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,47.8,-60.4,Efficient,normal usage pattern,"Tumble Dryer is classified as Efficient. It is 60.4% below the REFIT similar-appliance average, with 19 detected events and 24.2% peak-hour activity.",0.3871,0.65,0.1899,0.6068,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Tumble Dryer,Tumble Dryer,generic,Appliance4,1.40455,512.66,12.64,153.8,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,442.66,10.89,130.69,2.66,0.8616,0.8635,0.8961,0.9001,0.8731,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Tumble Dryer. Estimated saving: $10.89/month with about 442.7 kWh/year reduction.,generic,3.5444526086956527,1.83936,31.899565217391302,47.8,-60.4,Efficient,normal usage pattern,"Tumble Dryer is classified as Efficient. It is 60.4% below the REFIT similar-appliance average, with 19 detected events and 24.2% peak-hour activity.",0.3818,0.6391,0.1887,0.5971,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Upright Freezer,Upright Freezer,freezer,Appliance3,0.14036,51.23,1.26,15.37,Kmart,Freezer Timer Reminder Plug,Generic,19.0,300.0,7.5,0.0,0.0,0.0,,0.0,0.0,0.9294,0.0,0.1394,Control,Cheapest,"Useful for monitoring, not replacing cold storage.",low,Consider Freezer Timer Reminder Plug from Kmart for Upright Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,23.1,-86.3,Efficient,normal usage pattern,"Upright Freezer is classified as Efficient. It is 86.3% below the REFIT similar-appliance average, with 734 detected events and 24.7% peak-hour activity.",0.2518,0.4896,0.0632,0.2823,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Upright Freezer,Upright Freezer,freezer,Appliance3,0.14036,51.23,1.26,15.37,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.9294,0.0,0.1394,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,low,Consider Smart Plug With Timer from Kmart for Upright Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,23.1,-86.3,Efficient,normal usage pattern,"Upright Freezer is classified as Efficient. It is 86.3% below the REFIT similar-appliance average, with 734 detected events and 24.7% peak-hour activity.",0.2518,0.4896,0.0632,0.2823,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Upright Freezer,Upright Freezer,freezer,Appliance3,0.14036,51.23,1.26,15.37,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,0.0,0.0,0.0,,0.0,0.0,0.9124,0.0,0.1369,Control,Best Value,Useful for appliance groups and plug loads.,low,Consider Timer Plug / Standby Saver from Bunnings for Upright Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,23.1,-86.3,Efficient,normal usage pattern,"Upright Freezer is classified as Efficient. It is 86.3% below the REFIT similar-appliance average, with 734 detected events and 24.7% peak-hour activity.",0.2484,0.482,0.0632,0.2797,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Upright Freezer,Upright Freezer,freezer,Appliance3,0.14036,51.23,1.26,15.37,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,0.0,0.0,0.0,,0.0,0.0,0.8961,0.0,0.1344,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,low,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Upright Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,23.1,-86.3,Efficient,normal usage pattern,"Upright Freezer is classified as Efficient. It is 86.3% below the REFIT similar-appliance average, with 734 detected events and 24.7% peak-hour activity.",0.2452,0.4747,0.0632,0.2773,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Upright Freezer,Upright Freezer,freezer,Appliance3,0.14036,51.23,1.26,15.37,Harvey Norman,Low Energy Chest Freezer,Haier,499.0,210.0,5.25,0.0,0.0,0.0,,0.0,0.0,0.3338,0.0,0.0501,Premium,Energy Wise,Chest freezer style can reduce energy loss.,low,Consider Low Energy Chest Freezer from Harvey Norman for Upright Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,23.1,-86.3,Efficient,normal usage pattern,"Upright Freezer is classified as Efficient. It is 86.3% below the REFIT similar-appliance average, with 734 detected events and 24.7% peak-hour activity.",0.1327,0.2216,0.0632,0.1929,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Upright Freezer,Upright Freezer,freezer,Appliance3,0.14036,51.23,1.26,15.37,The Good Guys,Efficient Upright Freezer,Westinghouse,849.0,250.0,6.25,0.0,0.0,0.0,,0.0,0.0,0.2275,0.0,0.0341,High,Best Value,Good for high continuous freezer loads.,low,Consider Efficient Upright Freezer from The Good Guys for Upright Freezer. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,freezer,1.02615,0.92847,9.235384615384616,23.1,-86.3,Efficient,normal usage pattern,"Upright Freezer is classified as Efficient. It is 86.3% below the REFIT similar-appliance average, with 734 detected events and 24.7% peak-hour activity.",0.1115,0.1738,0.0632,0.177,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
1,Washing Machine,Washing Machine,washing machine,Appliance5,0.03658,13.35,0.33,4.01,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.9294,0.0,0.1394,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,low,Consider Smart Plug With Timer from Kmart for Washing Machine. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,2.7,-98.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 98.1% below the REFIT similar-appliance average, with 290 detected events and 25.4% peak-hour activity.",0.2314,0.4896,0.0326,0.2823,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
1,Washing Machine,Washing Machine,washing machine,Appliance5,0.03658,13.35,0.33,4.01,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,0.0,0.0,0.0,,0.0,0.0,0.9124,0.0,0.1369,Control,Best Value,Useful for appliance groups and plug loads.,low,Consider Timer Plug / Standby Saver from Bunnings for Washing Machine. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,2.7,-98.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 98.1% below the REFIT similar-appliance average, with 290 detected events and 25.4% peak-hour activity.",0.228,0.482,0.0326,0.2797,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
1,Washing Machine,Washing Machine,washing machine,Appliance5,0.03658,13.35,0.33,4.01,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,0.0,0.0,0.0,,0.0,0.0,0.8961,0.0,0.1344,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,low,Consider Laundry Smart Timer Plug from Big W for Washing Machine. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,2.7,-98.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 98.1% below the REFIT similar-appliance average, with 290 detected events and 25.4% peak-hour activity.",0.2248,0.4747,0.0326,0.2773,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
1,Washing Machine,Washing Machine,washing machine,Appliance5,0.03658,13.35,0.33,4.01,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,0.0,0.0,0.0,,0.0,0.0,0.8961,0.0,0.1344,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,low,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Washing Machine. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,2.7,-98.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 98.1% below the REFIT similar-appliance average, with 290 detected events and 25.4% peak-hour activity.",0.2248,0.4747,0.0326,0.2773,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
1,Washing Machine,Washing Machine,washing machine,Appliance5,0.03658,13.35,0.33,4.01,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,0.0,0.0,0.0,,0.0,0.0,0.2383,0.0,0.0357,High,Best Value,Good value inverter option for repeated laundry use.,low,Consider Inverter Front Loader from JB Hi-Fi for Washing Machine. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,2.7,-98.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 98.1% below the REFIT similar-appliance average, with 290 detected events and 25.4% peak-hour activity.",0.0932,0.1787,0.0326,0.1786,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
1,Washing Machine,Washing Machine,washing machine,Appliance5,0.03658,13.35,0.33,4.01,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,0.0,0.0,0.0,,0.0,0.0,0.2275,0.0,0.0341,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,low,Consider Front Load Washing Machine from The Good Guys for Washing Machine. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,2.7,-98.1,Average,peak-hour usage,"Washing Machine is classified as Average. It is 98.1% below the REFIT similar-appliance average, with 290 detected events and 25.4% peak-hour activity.",0.0911,0.1738,0.0326,0.177,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Dishwasher,Dishwasher,washing machine,Appliance3,1.22083,445.6,10.99,133.68,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,365.6,8.99,107.85,2.11,0.818,0.8205,0.9294,0.919,0.8506,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Dishwasher. Estimated saving: $8.99/month with about 365.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,51.4,-37.7,Average,peak-hour usage,"Dishwasher is classified as Average. It is 37.7% below the REFIT similar-appliance average, with 1521 detected events and 33.0% peak-hour activity.",0.3915,0.6569,0.1913,0.6094,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Dishwasher,Dishwasher,washing machine,Appliance3,1.22083,445.6,10.99,133.68,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,370.6,9.11,109.35,2.63,0.8294,0.8317,0.9124,0.9011,0.8533,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Dishwasher. Estimated saving: $9.11/month with about 370.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,51.4,-37.7,Average,peak-hour usage,"Dishwasher is classified as Average. It is 37.7% below the REFIT similar-appliance average, with 1521 detected events and 33.0% peak-hour activity.",0.3856,0.6449,0.1898,0.598,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Dishwasher,Dishwasher,washing machine,Appliance3,1.22083,445.6,10.99,133.68,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,375.6,9.24,110.85,3.14,0.8407,0.8429,0.8961,0.8843,0.8562,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Dishwasher. Estimated saving: $9.24/month with about 375.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,51.4,-37.7,Average,peak-hour usage,"Dishwasher is classified as Average. It is 37.7% below the REFIT similar-appliance average, with 1521 detected events and 33.0% peak-hour activity.",0.38,0.6335,0.1884,0.5872,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Dishwasher,Dishwasher,washing machine,Appliance3,1.22083,445.6,10.99,133.68,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,265.6,6.49,77.85,4.47,0.5904,0.5961,0.8961,0.843,0.6758,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,high,Consider Laundry Smart Timer Plug from Big W for Dishwasher. Estimated saving: $6.49/month with about 265.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,51.4,-37.7,Average,peak-hour usage,"Dishwasher is classified as Average. It is 37.7% below the REFIT similar-appliance average, with 1521 detected events and 33.0% peak-hour activity.",0.3689,0.6204,0.1776,0.5634,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Dishwasher,Dishwasher,washing machine,Appliance3,1.22083,445.6,10.99,133.68,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,300.6,7.36,88.35,108.52,0.6701,0.6746,0.2383,0.1811,0.5333,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Dishwasher. Estimated saving: $7.36/month with about 300.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,51.4,-37.7,Average,peak-hour usage,"Dishwasher is classified as Average. It is 37.7% below the REFIT similar-appliance average, with 1521 detected events and 33.0% peak-hour activity.",0.1396,0.1598,0.1135,0.1348,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Dishwasher,Dishwasher,washing machine,Appliance3,1.22083,445.6,10.99,133.68,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,310.6,7.61,91.35,111.53,0.6928,0.697,0.2275,0.1771,0.5469,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Dishwasher. Estimated saving: $7.61/month with about 310.6 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,51.4,-37.7,Average,peak-hour usage,"Dishwasher is classified as Average. It is 37.7% below the REFIT similar-appliance average, with 1521 detected events and 33.0% peak-hour activity.",0.1373,0.1542,0.1137,0.1315,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
2,Fridge-Freezer,Fridge-Freezer,fridge,Appliance1,0.49365,180.18,4.44,54.05,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,100.18,2.44,29.31,7.78,0.5498,0.556,0.9294,0.7552,0.6394,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Fridge-Freezer. Estimated saving: $2.44/month with about 100.2 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,36.4,-40.1,Average,"peak-hour usage, frequent usage","Fridge-Freezer is classified as Average. It is 40.1% below the REFIT similar-appliance average, with 1620 detected events and 28.9% peak-hour activity.",0.34,0.6094,0.1362,0.5198,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
